,0.000000,0.080808,0.161616,0.242424,0.323232,0.404040,0.484848,0.565657,0.646465,0.727273,0.808081,0.888889,0.969697,1.050505,1.131313,1.212121,1.292929,1.373737,1.454545,1.535354,1.616162,1.696970,1.777778,1.858586,1.939394,2.020202,2.101010,2.181818,2.262626,2.343434,2.424242,2.505051,2.585859,2.666667,2.747475,2.828283,2.909091,2.989899,3.070707,3.151515,3.232323,3.313131,3.393939,3.474747,3.555556,3.636364,3.717172,3.797980,3.878788,3.959596,4.040404,4.121212,4.202020,4.282828,4.363636,4.444444,4.525253,4.606061,4.686869,4.767677,4.848485,4.929293,5.010101,5.090909,5.171717,5.252525,5.333333,5.414141,5.494949,5.575758,5.656566,5.737374,5.818182,5.898990,5.979798,6.060606,6.141414,6.222222,6.303030,6.383838,6.464646,6.545455,6.626263,6.707071,6.787879,6.868687,6.949495,7.030303,7.111111,7.191919,7.272727,7.353535,7.434343,7.515152,7.595960,7.676768,7.757576,7.838384,7.919192,8.000000
Bacliff_CCGT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030306,0.111115,0.191923,0.272731,0.353539,0.434347,0.515155,0.595963,0.676771,0.757579,0.838387,0.919195,1.000003,1.080812,1.161620,1.242428,1.323236,1.404044,1.484852,1.565660,1.646468,1.727276,1.808084,1.888892,1.969700,2.050508,2.131317,2.212125,2.292933,2.373741,2.454549,2.535357,2.616165,2.696973,2.777781,2.858589,2.939397,3.020205,3.101014,3.181822,3.262630,3.343438,3.424246,3.505054
Brazoria_West_Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Calcasieu_Pass_LNG,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057429,0.138237,0.219045,0.299853,0.380661,0.461469,0.542277,0.623085,0.703893,0.784701,0.865509,0.946317,1.027126,1.107934,1.188742,1.269550,1.350358,1.431166,1.511974,1.592782,1.673590,1.754398,1.835206,1.916014,1.996823,2.077631,2.158439,2.239247,2.320055,2.400863,2.481671,2.562479,2.643287,2.724095,2.804903,2.885711,2.966519,3.047328,3.128136,3.208944,3.289752,3.370560,3.451368,3.532176,3.612984,3.693792,3.774601,3.855408,3.936216,4.017025,4.097833,4.178641,4.259449,4.340257,4.421065,4.501873,4.582681,4.663489,4.744297,4.825105,4.905913,4.986722,5.067530,5.148338,5.229146,5.309954,5.390762,5.471570,5.552378,5.633186,5.713994,5.794802,5.875610,5.956419,6.037227,6.118035,6.198843,6.279651,6.360459,6.441267,6.522075,6.602883,6.683691,6.764499,6.845307
Cedar_Bayou_CCGT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097423,0.178231,0.259039,0.339847,0.420655,0.501463,0.582271,0.663079,0.743887,0.824696,0.905504,0.986312,1.067120,1.147928,1.228736,1.309544,1.390352,1.471160,1.551968,1.632776,1.713584,1.794393,1.875201,1.956009,2.036817,2.117625,2.198433,2.279241,2.360049,2.440857,2.521665,2.602473,2.683281
Channelview_CCGT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Comp_Calcasieu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028377,0.109185,0.189993,0.270801,0.351609,0.432417,0.513225,0.594033,0.674841,0.755650,0.836458,0.917266,0.998074,1.078882,1.159690,1.240498,1.321306,1.402114,1.482922,1.563730,1.644538,1.725347,1.806155,1.886962,1.967771,2.048579,2.129387,2.210195,2.291003,2.371811,2.452619,2.533427,2.614235,2.695044,2.775852,2.856659,2.937468,3.018276,3.099084,3.179892,3.260700,3.341508,3.422316,3.503124,3.583932,3.664741,3.745549,3.826356,3.907165,3.987973
Comp_CedarBayou,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068622,0.149430,0.230238,0.311046,0.391854,0.472662,0.553470
Comp_Freeport,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003142,0.083951,0.164758,0.245567,0.326375,0.407183,0.487991,0.568799,0.649607,0.730415,0.811223,0.892031,0.972839,1.053647,1.134455,1.215264,1.296072,1.376880,1.457688,1.538496,1.619304,1.700112,1.780920,1.861728,1.942536,2.023344,2.104152,2.184961,2.265769,2.346576,2.427385,2.508193,2.589001,2.669809,2.750617,2.831425,2.912233,2.993041,3.073849,3.154658,3.235466,3.316273,3.397082,3.477890,3.558698,3.639506,3.720314,3.801122,3.881930,3.962738,4.043547,4.124354,4.205163,4.285971,4.366778,4.447587,4.528395,4.609203,4.690011,4.770819,4.851627,4.932435
Comp_Sabine,0.000000,0.677497,0.758305,0.839113,0.919921,1.000729,1.081537,1.162345,1.243153,1.323961,1.404769,1.485577,1.566386,1.647193,1.728002,1.808810,1.889618,1.970426,2.051234,2.132042,2.212850,2.293658,2.374466,2.455274,2.536083,2.616890,2.697699,2.778507,2.859315,2.940123,3.020931,3.101739,3.182547,3.263355,3.344163,3.424971,3.505780,3.586587,3.667396,3.748204,3.829012,3.909820,3.990628,4.071436,4.152244,4.233052,4.313860,4.394668,4.475476,4.556284,4.637092,4.717900,4.798708,4.879517,4.960325,5.041133,5.121941,5.202749,5.283557,5.364365,5.445173,5.525981,5.606789,5.687597,5.768405,5.849214,5.930022,6.010829,6.091638,6.172446,6.253254,6.334062,6.414870,6.495678,6.576486,6.657294,6.738102,6.818911,6.899719,6.980526,7.061335,7.142143,7.222951,7.303759,7.384567,7.465375,7.546183,7.626991,7.707799,7.788608,7.869416,7.950223,8.031032,8.111840,8.192648,8.273457,8.354264,8.435072,8.515881,8.596688
