action_level_PV,action_level_Substation1,action_level_Substation2,action_level_Compressor1,action_level_Compressor2,action_level_Compressor3,action_level_ThermalUnit,action_level_LNG,intended_height_PV,intended_height_Substation1,intended_height_Substation2,intended_height_Compressor1,intended_height_Compressor2,intended_height_Compressor3,intended_height_ThermalUnit,intended_height_LNG,executed_height_PV,executed_height_Substation1,executed_height_Substation2,executed_height_Compressor1,executed_height_Compressor2,executed_height_Compressor3,executed_height_ThermalUnit,executed_height_LNG,weight_W_g,weight_W_e,weight_W_ge,weight_W_gs,weight_W_ee,weight_W_es,cost_PV,cost_Substation1,cost_Substation2,cost_Compressor1,cost_Compressor2,cost_Compressor3,cost_ThermalUnit,cost_LNG,econ_impact,social_impact,action_gain,climate_drift,prev_loss,base_loss,new_loss,repeat_penalty,unused_budget_penalty,normalized_cost,normalized_unused_budget,repeat_penalty_assets,trimmed_assets,total_cost,unused_budget,sea_level_offset,sea_level_delta,climate_scenario,reward,obs_json,year,episode,step_in_episode
2,5,2,1,2,6,6,1,1.0,2.5,1.0,0.5,1.0,3.0,3.0,0.5,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,88181.63,0.0,0.0,0.0,0.0,54282.16,0.006286949617788196,0.0018736262572929263,6.519694579765201e-06,2.165642217732966e-05,0.002025007241172716,0.0020466636633500457,0.0020401439687702805,-4.0,0.37097375,0.814513125,0.185486875,"[0, 3, 4, 5]",[6],407256.5625,92743.4375,1.4923319816589355,0.05668187141418457,SSP5-8.5,-4.446657387987822,"[0.03999999910593033, 0.024444444105029106, 0.02222222276031971, 0.06222222372889519, 0.0555555559694767, 0.06666667014360428, 0.019999999552965164, 0.011111111380159855, 0.9333333373069763, 0.17945626378059387, 0.0031390220392495394, 0.0009109924430958927]",70,7,14
6,5,0,2,5,1,3,3,3.0,2.5,0.0,1.0,2.5,0.5,1.5,1.5,0.0,0.0,0.0,1.0,2.5,0.5,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,50911.688,152878.19,22160.598,165636.86,0.0,0.01055473554879427,0.008029459742829204,0.0001147966249845922,0.00010554667096585035,0.00465529877692461,0.0047608454478904605,0.004646048822905868,0.0,0.43365075,0.783174625,0.216825375,[],"[0, 1, 7]",391587.3125,108412.6875,0.05944351851940155,0.05944351851940155,SSP5-8.5,-0.38740097990629074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005307187791913748, 0.0040034097619354725]",0,8,0
6,0,0,6,0,0,0,4,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,269077.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007929377490654588,0.003530183690600097,0.0018280127260368317,4.6854198444634676e-05,0.004646048822905868,0.004692903021350503,0.0028648902953136712,-1.0,0.923688375,0.5381558125,0.4618441875,[3],[7],269077.90625,230922.09375,0.08200214803218842,0.022558629512786865,SSP5-8.5,6.982104262960985,"[0.0, 0.0, 0.0, 0.004444444552063942, 0.011111111380159855, 0.002222222276031971, 0.006666666828095913, 0.0, 0.06666667014360428, 0.007430439814925194, 0.005277367774397135, 0.004014729987829924]",5,8,1
4,4,0,6,0,4,1,3,2.0,2.0,0.0,3.0,0.0,2.0,0.5,1.5,0.0,0.0,0.0,3.0,0.0,2.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,190266.81,0.0,116964.35,44321.195,0.0,0.007772028679028153,0.003473674412816763,0.00011427485151216388,6.081032915972173e-05,0.0028648902953136712,0.002925700624473393,0.002811425772961229,-1.0,0.5937905,0.70310475,0.29689525,[0],"[7, 1]",351552.375,148447.625,0.11142639815807343,0.02942425012588501,SSP5-8.5,-1.3264678882377892,"[0.013333333656191826, 0.0, 0.0, 0.004444444552063942, 0.011111111380159855, 0.002222222276031971, 0.006666666828095913, 0.0, 0.13333334028720856, 0.010250268504023552, 0.003964688628911972, 0.0017650919035077095]",10,8,2
4,4,4,6,3,5,3,0,2.0,2.0,2.0,3.0,1.5,2.5,1.5,0.0,2.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,202588.2,0.0,0.0,82818.43,0.0,0.0,0.0,0.006702144164592028,0.002146096361684613,0.0006350909861794207,3.572534478735179e-05,0.002811425772961229,0.002847151117748581,0.00221206013156916,-3.0,0.196723125,0.9016384375,0.0983615625,"[3, 5, 6]",[2],450819.21875,49180.78125,0.22600917518138885,0.11458277702331543,SSP5-8.5,-0.19989491803965542,"[0.013333333656191826, 0.0, 0.0, 0.017777778208255768, 0.011111111380159855, 0.011111111380159855, 0.008888889104127884, 0.0, 0.20000000298023224, 0.013928299769759178, 0.003886014223098755, 0.0017368372064083815]",15,8,3
4,5,2,6,1,6,5,3,2.0,2.5,1.0,3.0,0.5,3.0,2.5,1.5,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,88181.63,190266.81,0.0,190266.81,0.0,0.0,0.006430837791413069,0.002050723751381156,9.226070278600673e-05,5.909569154027849e-07,0.00221206013156916,0.002212651088484563,0.002120390385698556,-3.0,0.125139,0.9374305,0.0625695,"[0, 1, 4]","[6, 7]",468715.25,31284.75,0.2529844045639038,0.026975229382514954,SSP5-8.5,-2.66679027064698,"[0.02222222276031971, 0.008888889104127884, 0.0, 0.017777778208255768, 0.017777778208255768, 0.011111111380159855, 0.008888889104127884, 0.0, 0.2666666805744171, 0.028251146897673607, 0.003351072082296014, 0.0010730482172220945]",20,8,4
6,4,0,6,4,0,0,4,3.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,202588.2,0.0,0.0,116964.35,0.0,0.0,0.0,0.006453573005273938,0.0019795220314335893,8.366827387362719e-06,-3.7497991343116155e-06,0.002120390385698556,0.0021166405865642446,0.002108273759176882,-1.0,0.72178975,0.639105125,0.360894875,[3],"[7, 0]",319552.5625,180447.4375,0.34817612171173096,0.09519171714782715,SSP5-8.5,-1.6612066173916284,"[0.02222222276031971, 0.008888889104127884, 0.004444444552063942, 0.031111111864447594, 0.017777778208255768, 0.024444444105029106, 0.008888889104127884, 0.0, 0.3333333432674408, 0.031623050570487976, 0.0032154188957065344, 0.00102536182384938]",25,8,5
0,6,0,4,0,0,6,2,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,116964.35,0.0,0.0,0.0,124707.664,0.006440217839553952,0.0019669149278342957,8.73371900524944e-05,8.084662272267451e-05,0.002108273759176882,0.0021891203818995564,0.002101783191847062,-1.0,1.0333119375,0.48334403125,0.51665596875,[1],[6],241672.015625,258327.984375,0.4935304522514343,0.14535433053970337,SSP5-8.5,-2.0008591008509002,"[0.02222222276031971, 0.017777778208255768, 0.004444444552063942, 0.031111111864447594, 0.02666666731238365, 0.024444444105029106, 0.008888889104127884, 0.0, 0.4000000059604645, 0.04352201521396637, 0.0032267863862216473, 0.000989760970696807]",30,8,6
3,0,5,1,4,2,1,0,1.5,0.0,2.5,0.5,2.0,1.0,0.5,0.0,1.5,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,0.0,116964.35,50911.688,44321.195,0.0,0.006425557658076286,0.0020277870880818227,2.8414747248461936e-06,1.4394469417311484e-05,0.002101783191847062,0.0021161776612643735,0.0021133361865395273,-1.0,0.68271925,0.658640375,0.341359625,[3],[2],329320.1875,170679.8125,0.6708633303642273,0.17733287811279297,SSP5-8.5,-1.7404842234623263,"[0.02222222276031971, 0.017777778208255768, 0.004444444552063942, 0.03999999910593033, 0.02666666731238365, 0.024444444105029106, 0.008888889104127884, 0.004444444552063942, 0.46666666865348816, 0.06169130653142929, 0.0032201088033616543, 0.0009834574302658439]",35,8,7
2,5,6,5,1,0,1,4,1.0,2.5,3.0,2.5,0.5,0.0,0.5,2.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,152878.19,0.0,0.0,0.0,0.0,0.006391899893060327,0.0019961858379247133,0.0,-1.63147537932673e-05,0.0021133361865395273,0.00209702143274626,0.00209702143274626,-3.0,0.329316125,0.8353419375,0.1646580625,"[0, 4, 6]","[2, 7]",417670.96875,82329.03125,0.8780103921890259,0.20714706182479858,SSP5-8.5,-3.2477423560336636,"[0.028888888657093048, 0.017777778208255768, 0.004444444552063942, 0.03999999910593033, 0.035555556416511536, 0.028888888657093048, 0.011111111380159855, 0.004444444552063942, 0.5333333611488342, 0.08385791629552841, 0.003212778829038143, 0.001013893517665565]",40,8,8
1,6,6,0,1,1,1,4,0.5,3.0,3.0,0.0,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,2.0,0.5,0.5,0.5,0.5,0.5,0.5,31339.818,0.0,0.0,0.0,22160.598,22160.598,44321.195,286503.0,0.006389974383637309,0.002003257646720158,6.955320714041591e-05,7.08397819835227e-05,0.00209702143274626,0.0021678612147297827,0.0020983080075893668,-1.0,0.37405925,0.812970375,0.187029625,[1],[2],406485.1875,93514.8125,0.9021574258804321,0.02414703369140625,SSP5-8.5,-1.380492124215534,"[0.028888888657093048, 0.028888888657093048, 0.004444444552063942, 0.05111110955476761, 0.035555556416511536, 0.028888888657093048, 0.011111111380159855, 0.004444444552063942, 0.6000000238418579, 0.10975129902362823, 0.0031959498301148415, 0.0009980929316952825]",45,8,9
1,1,5,5,0,0,0,5,0.5,0.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.5,2.5,2.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,38383.28,264792.78,152878.19,0.0,0.0,0.0,0.0,0.006145097082480788,0.001839344622567296,2.6986700049747014e-05,-7.521088127759867e-05,0.0020983080075893668,0.002023097126311768,0.001996110426262021,-2.0,0.175783,0.9121085,0.0878915,"[0, 7]",[],456054.25,43945.75,1.0017378330230713,0.09958040714263916,SSP5-8.5,-1.6647950933632716,"[0.031111111864447594, 0.028888888657093048, 0.004444444552063942, 0.05111110955476761, 0.03777777776122093, 0.031111111864447594, 0.013333333656191826, 0.013333333656191826, 0.6666666865348816, 0.11276967823505402, 0.0031949873082339764, 0.001001628814265132]",50,8,10
0,0,0,4,0,5,0,0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,152878.19,0.0,0.0,0.006428125547245145,0.002018196973949671,0.0,0.00011547020403668284,0.001996110426262021,0.002111580630298704,0.002111580630298704,-1.0,1.38848725,0.305756375,0.694243625,[3],[],152878.1875,347121.8125,1.1218814849853516,0.12014365196228027,SSP5-8.5,-2.965838270183414,"[0.031111111864447594, 0.031111111864447594, 0.015555555932223797, 0.06222222372889519, 0.03777777776122093, 0.031111111864447594, 0.013333333656191826, 0.013333333656191826, 0.7333333492279053, 0.1252172291278839, 0.003072548657655716, 0.000919672311283648]",55,8,11
6,6,0,5,3,2,2,2,3.0,3.0,0.0,2.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,82818.43,0.0,101823.375,124707.664,0.006227421574294567,0.0018662475049495697,9.608163964003325e-06,-7.855519652366638e-05,0.002111580630298704,0.0020330254337750375,0.002023417269811034,-1.0,0.151089375,0.9244553125,0.0755446875,[5],"[1, 0]",462227.65625,37772.34375,1.1595571041107178,0.03767561912536621,SSP5-8.5,-0.7102725725616514,"[0.031111111864447594, 0.031111111864447594, 0.015555555932223797, 0.06222222372889519, 0.03777777776122093, 0.042222220450639725, 0.013333333656191826, 0.013333333656191826, 0.800000011920929, 0.14023518562316895, 0.0032140626572072506, 0.0010090984869748354]",60,8,12
4,4,6,0,5,5,3,0,2.0,2.0,3.0,0.0,2.5,2.5,1.5,0.0,2.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,0.0,0.0,152878.19,0.0,0.0,0.0063177666161209345,0.0019279808038845658,0.0,3.8019585190340877e-05,0.002023417269811034,0.002061436855001375,0.002061436855001375,-2.0,0.726837,0.6365815,0.3634185,"[4, 6]","[2, 1]",318290.75,181709.25,1.2597074508666992,0.10015034675598145,SSP5-8.5,-2.916934925951704,"[0.031111111864447594, 0.031111111864447594, 0.015555555932223797, 0.07333333045244217, 0.04444444552063942, 0.042222220450639725, 0.017777778208255768, 0.017777778208255768, 0.8666666746139526, 0.14494463801383972, 0.0031137107871472836, 0.0009331237524747849]",65,8,13
3,6,0,4,3,0,5,0,1.5,3.0,0.0,2.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,116964.35,82818.43,0.0,0.0,0.0,0.0062575507909059525,0.0019078896148130298,0.0,-2.0076753571629524e-05,0.002061436855001375,0.0020413601014297456,0.0020413601014297456,-1.0,1.200868875,0.3995655625,0.6004344375,[0],"[1, 6]",199782.78125,300217.21875,1.3865658044815063,0.12685835361480713,SSP5-8.5,-2.1004851071418527,"[0.03999999910593033, 0.031111111864447594, 0.015555555932223797, 0.07333333045244217, 0.04444444552063942, 0.0533333346247673, 0.017777778208255768, 0.017777778208255768, 0.9333333373069763, 0.1574634313583374, 0.0031588831916451454, 0.0009639904019422829]",70,8,14
3,5,3,5,0,2,6,4,1.5,2.5,1.5,2.5,0.0,1.0,3.0,2.0,1.5,0.0,1.5,2.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,143445.73,152878.19,0.0,50911.688,0.0,0.0,0.008334723068401217,0.0046614013845101,0.0013367505453061312,0.00014835980255156755,0.004437421855982393,0.004585781658533961,0.0032490311132278293,0.0,0.14256575,0.928717125,0.071282875,[],"[6, 7, 1]",464358.5625,35641.4375,0.11549276113510132,0.11549276113510132,SSP5-8.5,5.799387963772818,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005169798154383898, 0.00370504567399621]",0,9,0
4,5,4,0,0,4,2,4,2.0,2.5,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,0.0,0.0,0.0,101823.375,0.0,0.008040818152949214,0.004578343126922846,0.0002443364937789738,0.00015009570051915944,0.0032490311132278293,0.0033991268137469888,0.003154790319968015,-3.0,0.533535375,0.7332323125,0.2667676875,"[0, 2, 5]",[7],366616.15625,133383.84375,0.16847610473632812,0.05298334360122681,SSP5-8.5,-3.062331408700928,"[0.006666666828095913, 0.0, 0.006666666828095913, 0.011111111380159855, 0.0, 0.004444444552063942, 0.0, 0.0, 0.06666667014360428, 0.014436595141887665, 0.0041673616506159306, 0.002330700634047389]",5,9,1
6,6,0,4,3,4,5,5,3.0,3.0,0.0,2.0,1.5,2.0,2.5,2.5,0.0,0.0,0.0,2.0,1.5,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,116964.35,82818.43,116964.35,0.0,0.0,0.008150085574015975,0.004465522360987961,5.1632465329021215e-05,5.074412911199033e-05,0.003154790319968015,0.0032055344490800053,0.003153901983750984,-2.0,0.7330115,0.63349425,0.36650575,"[1, 6]","[7, 0]",316747.125,183252.875,0.2064467966556549,0.03797069191932678,SSP5-8.5,-2.7285698189148455,"[0.006666666828095913, 0.011111111380159855, 0.006666666828095913, 0.011111111380159855, 0.0, 0.004444444552063942, 0.004444444552063942, 0.0, 0.13333334028720856, 0.021059513092041016, 0.004020409192889929, 0.002289171563461423]",10,9,2
4,2,2,3,5,3,3,0,2.0,1.0,1.0,1.5,2.5,1.5,1.5,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,88181.63,88181.63,0.0,0.0,0.0,0.0,0.0,0.0070245759561657906,0.00271959591191262,0.0007223398133646697,4.480796633288264e-06,0.003153901983750984,0.0031583827803842723,0.0024360429670196027,-3.0,0.632896625,0.6835516875,0.3164483125,"[3, 4, 5]",[6],341775.84375,158224.15625,0.2659704089164734,0.05952361226081848,SSP5-8.5,-0.0436015413430928,"[0.006666666828095913, 0.011111111380159855, 0.006666666828095913, 0.019999999552965164, 0.006666666828095913, 0.013333333656191826, 0.004444444552063942, 0.0, 0.20000000298023224, 0.025805849581956863, 0.004075042903423309, 0.0022327611222863197]",15,9,3
0,1,5,1,0,4,6,3,0.0,0.5,2.5,0.5,0.0,2.0,3.0,1.5,0.0,0.0,0.0,0.5,0.0,2.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,22160.598,0.0,116964.35,0.0,202862.9,0.006847947835922241,0.0027295522741042078,2.6243797037750483e-05,-1.5424142475239933e-05,0.0024360429670196027,0.0024206188245443627,0.0023943750275066122,-2.0,0.632048625,0.6839756875,0.3160243125,"[1, 2]",[6],341987.84375,158012.15625,0.2871359586715698,0.021165549755096436,SSP5-8.5,-2.423708927435048,"[0.015555555932223797, 0.015555555932223797, 0.011111111380159855, 0.019999999552965164, 0.006666666828095913, 0.013333333656191826, 0.004444444552063942, 0.0, 0.2666666805744171, 0.033246301114559174, 0.0035122879780828953, 0.001359798014163971]",20,9,4
0,5,6,1,2,4,0,0,0.0,2.5,3.0,0.5,1.0,2.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,0.0,50911.688,0.0,0.0,0.0,0.0070778613444417715,0.002771835250314325,0.0,6.804912118241191e-05,0.0023943750275066122,0.002462424148689024,0.002462424148689024,-2.0,0.737182125,0.6314089375,0.3685910625,"[3, 5]",[2],315704.46875,184295.53125,0.49938294291496277,0.21224698424339294,SSP5-8.5,-3.0774277309120595,"[0.015555555932223797, 0.015555555932223797, 0.011111111380159855, 0.02222222276031971, 0.006666666828095913, 0.02222222276031971, 0.004444444552063942, 0.006666666828095913, 0.3333333432674408, 0.03589199483394623, 0.0034239739179611206, 0.0013647761661559343]",25,9,5
0,4,6,0,1,0,2,5,0.0,2.0,3.0,0.0,0.5,0.0,1.0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,329551.78,0.0,0.0,0.0,101823.375,0.0,0.007054610410705209,0.0028530932613648474,1.4062912669032812e-05,2.8564681997522712e-05,0.002462424148689024,0.002490988830686547,0.002476925918017514,-2.0,0.274499375,0.8627503125,0.1372496875,"[1, 4]",[7],431375.15625,68624.84375,0.5400658845901489,0.04068294167518616,SSP5-8.5,-2.3470082216424495,"[0.015555555932223797, 0.02666666731238365, 0.011111111380159855, 0.02222222276031971, 0.011111111380159855, 0.02222222276031971, 0.004444444552063942, 0.006666666828095913, 0.4000000059604645, 0.062422867864370346, 0.0035389307886362076, 0.001385917654260993]",30,9,6
5,6,0,6,0,0,6,3,2.5,3.0,0.0,3.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,190266.81,0.0,0.0,0.0,202862.9,0.006863739807158709,0.0028313652728684247,2.4347275029867887e-05,-2.8802372980862856e-05,0.002476925918017514,0.002448123545036651,0.0024237762700067833,-1.0,0.427481125,0.7862594375,0.2137405625,[6],"[1, 0]",393129.71875,106870.28125,0.6252250671386719,0.08515918254852295,SSP5-8.5,-1.1617328849463462,"[0.015555555932223797, 0.02666666731238365, 0.024444444105029106, 0.02222222276031971, 0.011111111380159855, 0.02222222276031971, 0.008888889104127884, 0.006666666828095913, 0.46666666865348816, 0.06750823557376862, 0.0035273050889372826, 0.0014265466015785933]",35,9,7
0,4,1,6,4,0,2,5,0.0,2.0,0.5,3.0,2.0,0.0,1.0,2.5,0.0,2.0,0.5,0.0,2.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,202588.2,38383.28,0.0,116964.35,0.0,101823.375,0.0,0.006967219291254878,0.002918908139690757,7.020717021077871e-06,5.4776304750703275e-05,0.0024237762700067833,0.0024785525747574866,0.0024715318577364087,-2.0,0.16096325,0.919518375,0.080481625,"[3, 7]",[],459759.1875,40240.8125,0.6491121053695679,0.023887038230895996,SSP5-8.5,-2.399741188648127,"[0.015555555932223797, 0.02666666731238365, 0.024444444105029106, 0.035555556416511536, 0.011111111380159855, 0.02222222276031971, 0.008888889104127884, 0.013333333656191826, 0.5333333611488342, 0.07815313339233398, 0.0034318699035793543, 0.0014156826073303819]",40,9,8
5,3,0,0,3,4,3,4,2.5,1.5,0.0,0.0,1.5,2.0,1.5,2.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,216202.4,0.0,0.0,0.0,0.0,116964.35,0.0,0.0,0.00623798999004066,0.0018811069894582033,0.0004285734612494707,-1.3184151612222195e-05,0.0024715318577364087,0.0024583477061241865,0.002029774244874716,-3.0,0.667333,0.6663335,0.3336665,"[1, 4, 6]",[7],333166.75,166833.25,0.7889697551727295,0.13985764980316162,SSP5-8.5,-1.4585449356915354,"[0.015555555932223797, 0.035555556416511536, 0.02666666731238365, 0.035555556416511536, 0.019999999552965164, 0.02222222276031971, 0.013333333656191826, 0.013333333656191826, 0.6000000238418579, 0.08113901317119598, 0.003483609762042761, 0.0014594540698453784]",45,9,9
5,5,0,0,2,5,0,6,2.5,2.5,0.0,0.0,1.0,2.5,0.0,3.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,0.0,50911.688,0.0,0.0,0.0,0.006307531148195267,0.0019092147704213858,0.0,2.4412234779447317e-05,0.002029774244874716,0.002054186479654163,0.002054186479654163,-2.0,0.737182125,0.6314089375,0.3685910625,"[0, 5]",[7],315704.46875,184295.53125,1.0538520812988281,0.26488232612609863,SSP5-8.5,-2.8592432988972365,"[0.02666666731238365, 0.035555556416511536, 0.02666666731238365, 0.035555556416511536, 0.019999999552965164, 0.031111111864447594, 0.013333333656191826, 0.013333333656191826, 0.6666666865348816, 0.09862121939659119, 0.0031189951114356518, 0.0009405534947291017]",50,9,10
0,4,2,5,0,0,0,1,0.0,2.0,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,88181.63,152878.19,0.0,0.0,0.0,54282.16,0.006357021862640977,0.0018763025291264057,3.2398966141045094e-06,7.384514901787043e-06,0.002054186479654163,0.00206157099455595,0.0020583310979418457,-1.0,0.818632125,0.5906839375,0.4093160625,[1],[],295341.96875,204658.03125,1.1878015995025635,0.13394951820373535,SSP5-8.5,-1.8393552164384128,"[0.02666666731238365, 0.046666666865348816, 0.02666666731238365, 0.035555556416511536, 0.024444444105029106, 0.031111111864447594, 0.013333333656191826, 0.013333333656191826, 0.7333333492279053, 0.13173151016235352, 0.0031537655740976334, 0.0009546073852106929]",55,9,11
3,1,3,4,1,0,0,0,1.5,0.5,1.5,2.0,0.5,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,38383.28,0.0,0.0,22160.598,0.0,0.0,0.0,0.006313104880973697,0.0019170822342857718,0.0,-7.843191269785166e-07,0.0020583310979418457,0.002057546778814867,0.002057546778814867,-2.0,1.2893326875,0.35533365625,0.64466634375,"[2, 3]",[],177666.828125,322333.171875,1.2834159135818481,0.09561431407928467,SSP5-8.5,-3.2854110918651074,"[0.02666666731238365, 0.046666666865348816, 0.031111111864447594, 0.046666666865348816, 0.024444444105029106, 0.031111111864447594, 0.013333333656191826, 0.015555555932223797, 0.800000011920929, 0.14847519993782043, 0.0031785108149051666, 0.0009381512645632029]",60,9,12
0,5,3,2,1,1,2,0,0.0,2.5,1.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,143445.73,50911.688,0.0,22160.598,101823.375,0.0,0.006327336421236396,0.0018567340448498726,0.0,-1.1529162293300033e-05,0.002057546778814867,0.002046017616521567,0.002046017616521567,-2.0,0.7266345,0.63668275,0.36331725,"[1, 4]",[],318341.375,181658.625,1.3231085538864136,0.03969264030456543,SSP5-8.5,-2.6689886885334997,"[0.03333333507180214, 0.04888888821005821, 0.031111111864447594, 0.046666666865348816, 0.02666666731238365, 0.031111111864447594, 0.013333333656191826, 0.015555555932223797, 0.8666666746139526, 0.16042698919773102, 0.00315655255690217, 0.0009585411171428859]",65,9,13
5,0,0,0,1,6,0,0,2.5,0.0,0.0,0.0,0.5,3.0,0.0,0.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,216202.4,0.0,0.0,0.0,22160.598,0.0,0.0,0.0,0.006312611047178507,0.0018758425721898675,0.0,1.0957883205264807e-06,0.002046017616521567,0.0020471134048420936,0.0020471134048420936,-1.0,1.046548,0.476726,0.523274,[5],[],238363.0,261637.0,1.3794357776641846,0.056327223777770996,SSP5-8.5,-2.0520269416026324,"[0.03333333507180214, 0.04888888821005821, 0.03777777776122093, 0.05111110955476761, 0.02666666731238365, 0.03333333507180214, 0.017777778208255768, 0.015555555932223797, 0.9333333373069763, 0.1653885692358017, 0.0031636683270335197, 0.0009283670224249363]",70,9,14
