action_level_PV,action_level_Substation1,action_level_Substation2,action_level_Compressor1,action_level_Compressor2,action_level_Compressor3,action_level_ThermalUnit,action_level_LNG,intended_height_PV,intended_height_Substation1,intended_height_Substation2,intended_height_Compressor1,intended_height_Compressor2,intended_height_Compressor3,intended_height_ThermalUnit,intended_height_LNG,executed_height_PV,executed_height_Substation1,executed_height_Substation2,executed_height_Compressor1,executed_height_Compressor2,executed_height_Compressor3,executed_height_ThermalUnit,executed_height_LNG,weight_W_g,weight_W_e,weight_W_ge,weight_W_gs,weight_W_ee,weight_W_es,cost_PV,cost_Substation1,cost_Substation2,cost_Compressor1,cost_Compressor2,cost_Compressor3,cost_ThermalUnit,cost_LNG,econ_impact,social_impact,action_gain,climate_drift,prev_loss,base_loss,new_loss,repeat_penalty,unused_budget_penalty,normalized_cost,normalized_unused_budget,repeat_penalty_assets,trimmed_assets,total_cost,unused_budget,sea_level_offset,sea_level_delta,climate_scenario,reward,obs_json,year,episode,step_in_episode
4,5,0,5,3,5,6,2,2.0,2.5,0.0,2.5,1.5,2.5,3.0,1.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,82818.43,0.0,0.0,124707.664,0.010783400386571884,0.008096541976556182,1.4848948922008276e-05,0.00022913876455277205,0.004505695775151253,0.004734834539704025,0.0047199855907820165,0.0,0.558382875,0.7208085625,0.2791914375,[],"[6, 1, 0, 5]",360404.28125,139595.71875,0.15328671038150787,0.15328671038150787,SSP5-8.5,-1.6298319531538188,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005202040076255798, 0.0038093512412160635]",0,0,0
4,1,6,2,6,0,1,5,2.0,0.5,3.0,1.0,3.0,0.0,0.5,2.5,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,38383.28,0.0,0.0,0.0,0.0,44321.195,0.0,0.008541060378775,0.004583014524541795,0.0015588529349770397,0.00011988607002422214,0.0047199855907820165,0.004839871660806239,0.003281018725829199,-3.0,1.00753175,0.496234125,0.503765875,"[3, 4, 7]",[2],248117.0625,251882.9375,0.21105779707431793,0.05777108669281006,SSP5-8.5,3.1873025747640877,"[0.0, 0.0, 0.0, 0.011111111380159855, 0.006666666828095913, 0.0, 0.0, 0.004444444552063942, 0.06666667014360428, 0.019160838797688484, 0.005391700193285942, 0.004048271104693413]",5,0,1
5,2,0,3,4,5,0,1,2.5,1.0,0.0,1.5,2.0,2.5,0.0,0.5,0.0,0.0,0.0,1.5,2.0,2.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,82818.43,116964.35,152878.19,0.0,54282.16,0.008146327687427402,0.004371518618427217,0.00021482858574017882,6.32714363746345e-05,0.003281018725829199,0.0033442901622038335,0.0031294615764636546,-2.0,0.3722275,0.81388625,0.18611375,"[0, 1]",[],406943.125,93056.875,0.278674840927124,0.06761704385280609,SSP5-8.5,-1.6144417531722783,"[0.008888889104127884, 0.002222222276031971, 0.0, 0.011111111380159855, 0.006666666828095913, 0.0, 0.002222222276031971, 0.004444444552063942, 0.13333334028720856, 0.02638222463428974, 0.004270530305802822, 0.0022915073204785585]",10,0,2
2,6,3,0,6,1,4,2,1.0,3.0,1.5,0.0,3.0,0.5,2.0,1.0,1.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,72000.0,0.0,143445.73,0.0,0.0,0.0,233928.7,0.0,0.007262366125360131,0.003251794958487153,0.0005092222709208727,8.30096541903913e-06,0.0031294615764636546,0.0031377625418826938,0.002628540270961821,-3.0,0.20250225,0.898748875,0.101251125,"[4, 5, 7]",[1],449374.4375,50625.5625,0.36945390701293945,0.09077906608581543,SSP5-8.5,-0.6978957224908324,"[0.008888889104127884, 0.002222222276031971, 0.0, 0.017777778208255768, 0.015555555932223797, 0.011111111380159855, 0.002222222276031971, 0.006666666828095913, 0.20000000298023224, 0.0348343551158905, 0.004073163960129023, 0.0021857593674212694]",15,0,3
2,5,2,0,2,6,0,5,1.0,2.5,1.0,0.0,1.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,50911.688,190266.81,0.0,0.0,0.007602300029247999,0.003381314338184893,4.143454134464264e-06,0.00012150677503086627,0.002628540270961821,0.0027500470459926873,0.002745903591858223,-2.0,1.035286,0.482357,0.517643,"[0, 2]","[7, 1]",241178.5,258821.5,0.40057528018951416,0.031121373176574707,SSP5-8.5,-3.62210260448201,"[0.013333333656191826, 0.002222222276031971, 0.006666666828095913, 0.017777778208255768, 0.015555555932223797, 0.011111111380159855, 0.011111111380159855, 0.006666666828095913, 0.2666666805744171, 0.04618173837661743, 0.003631182946264744, 0.0016258974792435765]",20,0,4
6,5,0,6,3,6,4,5,3.0,2.5,0.0,3.0,1.5,3.0,2.0,2.5,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,190266.81,0.0,0.0,233928.7,0.0,0.007537189405411482,0.0035019799834117293,3.4305849112570286e-06,1.7319340258836746e-05,0.002745903591858223,0.00276322293211706,0.002759792347205803,-2.0,0.303218,0.848391,0.151609,"[4, 5]","[7, 0, 1]",424195.5,75804.5,0.5230856537818909,0.12251037359237671,SSP5-8.5,-2.372661776737899,"[0.013333333656191826, 0.002222222276031971, 0.006666666828095913, 0.017777778208255768, 0.019999999552965164, 0.024444444105029106, 0.011111111380159855, 0.006666666828095913, 0.3333333432674408, 0.05007191002368927, 0.0038011500146239996, 0.0016906571108847857]",25,0,5
5,0,0,2,4,5,0,2,2.5,0.0,0.0,1.0,2.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,116964.35,152878.19,0.0,124707.664,0.007613291265442967,0.003647148027084768,1.810840331017971e-05,7.342587923631072e-05,0.002759792347205803,0.0028332182264421135,0.002815109823131934,-1.0,0.42179925,0.789100375,0.210899625,[3],[0],394550.1875,105449.8125,0.6308752298355103,0.10778957605361938,SSP5-8.5,-1.6983866296306551,"[0.013333333656191826, 0.002222222276031971, 0.006666666828095913, 0.031111111864447594, 0.019999999552965164, 0.024444444105029106, 0.019999999552965164, 0.006666666828095913, 0.4000000059604645, 0.06538570672273636, 0.003768594702705741, 0.0017509900499135256]",30,0,6
0,1,5,4,0,0,5,0,0.0,0.5,2.5,2.0,0.0,0.0,2.5,0.0,0.0,0.5,2.5,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,38383.28,264792.78,116964.35,0.0,0.0,0.0,0.0,0.007431383244693279,0.0035119325621053576,9.541632607579231e-05,1.6135454643517733e-05,0.002815109823131934,0.0028312452777754515,0.0027358289516996592,0.0,0.319438375,0.8402808125,0.1597191875,[],[6],420140.40625,79859.59375,0.6611928939819336,0.03031766414642334,SSP5-8.5,0.0769659821613729,"[0.013333333656191826, 0.002222222276031971, 0.006666666828095913, 0.031111111864447594, 0.028888888657093048, 0.035555556416511536, 0.019999999552965164, 0.011111111380159855, 0.46666666865348816, 0.07885940372943878, 0.003806645516306162, 0.0018235740717500448]",35,0,7
0,0,3,6,6,5,3,3,0.0,0.0,1.5,3.0,3.0,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,152878.19,165636.86,0.0,0.007517879828810692,0.0036734130699187517,0.0,6.199427298270166e-05,0.0027358289516996592,0.002797823224682361,0.002797823224682361,-2.0,0.72593975,0.637030125,0.362969875,"[2, 3]","[7, 4]",318515.0625,181484.9375,0.7727441191673279,0.11155122518539429,SSP5-8.5,-3.0359111149135085,"[0.013333333656191826, 0.004444444552063942, 0.017777778208255768, 0.03999999910593033, 0.028888888657093048, 0.035555556416511536, 0.019999999552965164, 0.011111111380159855, 0.5333333611488342, 0.0826491117477417, 0.0037156916223466396, 0.0017559663392603397]",40,0,8
4,1,0,3,5,0,0,0,2.0,0.5,0.0,1.5,2.5,0.0,0.0,0.0,2.0,0.5,0.0,1.5,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,38383.28,0.0,82818.43,152878.19,0.0,0.0,0.0,0.006397448480129242,0.0019330244231241522,0.0007480852841581509,3.2880285289138556e-05,0.002797823224682361,0.0028307035099714994,0.0020826182258133485,0.0,0.242030125,0.8789849375,0.1210150625,[],[],439492.46875,60507.53125,0.8897969126701355,0.11705279350280762,SSP5-8.5,3.333994869345062,"[0.013333333656191826, 0.004444444552063942, 0.017777778208255768, 0.03999999910593033, 0.028888888657093048, 0.046666666865348816, 0.02666666731238365, 0.011111111380159855, 0.6000000238418579, 0.09659301489591599, 0.003758939914405346, 0.0018367065349593759]",45,0,9
4,6,6,0,2,0,0,5,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,329551.78,0.0,0.0,0.0,0.0,0.0,0.006564081413671374,0.0019816061403616914,0.0,5.3803662694917875e-05,0.0020826182258133485,0.0021364218885082664,0.0021364218885082664,-3.0,0.681792875,0.6591035625,0.3408964375,"[0, 1, 4]",[7],329551.78125,170448.21875,1.0336241722106934,0.14382725954055786,SSP5-8.5,-3.9508111884745896,"[0.02222222276031971, 0.006666666828095913, 0.017777778208255768, 0.046666666865348816, 0.03999999910593033, 0.046666666865348816, 0.02666666731238365, 0.011111111380159855, 0.6666666865348816, 0.11122461408376694, 0.003198724240064621, 0.000966512190643698]",50,0,10
5,0,0,0,0,2,5,0,2.5,0.0,0.0,0.0,0.0,1.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,216202.4,0.0,0.0,0.0,0.0,50911.688,0.0,0.0,0.006490250583738089,0.0018780416576191783,2.8897013635287294e-06,-4.1459126805420965e-05,0.0021364218885082664,0.0020949627617028455,0.0020920730603393167,0.0,0.931543625,0.5342281875,0.4657718125,[],[6],267114.09375,232885.90625,1.0977442264556885,0.06412005424499512,SSP5-8.5,-0.7097994841552515,"[0.02222222276031971, 0.006666666828095913, 0.031111111864447594, 0.046666666865348816, 0.03999999910593033, 0.046666666865348816, 0.02666666731238365, 0.011111111380159855, 0.7333333492279053, 0.12920302152633667, 0.003282040823251009, 0.0009908031206578016]",55,0,11
4,2,3,0,0,1,5,5,2.0,1.0,1.5,0.0,0.0,0.5,2.5,2.5,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,88181.63,143445.73,0.0,0.0,0.0,0.0,0.0,0.00630779517814517,0.001967049902305007,3.2428361009806395e-05,9.066570783033967e-06,0.0020920730603393167,0.0021011396311223507,0.0020687112701125443,-2.0,1.0734905,0.46325475,0.53674525,"[0, 5]","[7, 6]",231627.375,268372.625,1.3196344375610352,0.22189021110534668,SSP5-8.5,-2.956681548866138,"[0.03333333507180214, 0.006666666828095913, 0.031111111864447594, 0.046666666865348816, 0.03999999910593033, 0.05111110955476761, 0.02666666731238365, 0.011111111380159855, 0.800000011920929, 0.13721802830696106, 0.0032451252918690443, 0.0009390208288095891]",60,0,12
3,5,2,0,5,0,4,0,1.5,2.5,1.0,0.0,2.5,0.0,2.0,0.0,1.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,0.0,152878.19,0.0,0.0,0.0,0.006296280538663268,0.0019496859749779105,0.0,-7.219641702249646e-06,0.0020687112701125443,0.0020614916284102947,0.0020614916284102947,-2.0,0.9199955,0.54000225,0.45999775,"[1, 2]",[6],270001.125,229998.875,1.382245659828186,0.06261122226715088,SSP5-8.5,-2.8838972914887515,"[0.03333333507180214, 0.011111111380159855, 0.03777777776122093, 0.046666666865348816, 0.03999999910593033, 0.05111110955476761, 0.02666666731238365, 0.011111111380159855, 0.8666666746139526, 0.1649543046951294, 0.003153897589072585, 0.0009835249511525035]",65,0,13
5,3,4,4,4,0,3,0,2.5,1.5,2.0,2.0,2.0,0.0,1.5,0.0,0.0,1.5,0.0,2.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,143445.73,0.0,116964.35,0.0,0.0,165636.86,0.0,0.006407172651961446,0.0019161992240697145,4.464585799723864e-06,2.38159263972193e-05,0.0020614916284102947,0.002085307554807514,0.00208084296900779,-2.0,0.29581225,0.852093875,0.147906125,"[0, 4]",[2],426046.9375,73953.0625,1.4740067720413208,0.09176111221313477,SSP5-8.5,-2.392568952987477,"[0.03999999910593033, 0.011111111380159855, 0.03777777776122093, 0.046666666865348816, 0.05111110955476761, 0.05111110955476761, 0.02666666731238365, 0.011111111380159855, 0.9333333373069763, 0.17278070747852325, 0.003148140385746956, 0.0009748429874889553]",70,0,14
3,5,5,0,0,5,6,0,1.5,2.5,2.5,0.0,0.0,2.5,3.0,0.0,1.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,0.0,0.0,0.0,0.0,152878.19,0.0,0.0,0.008673334727063775,0.004988836124539375,0.0013942550285719335,0.00016479421174153686,0.004645003529731184,0.004809797741472721,0.0034155427129007876,0.0,0.9199955,0.54000225,0.45999775,[],"[6, 2, 1]",270001.125,229998.875,0.11537063121795654,0.11537063121795654,SSP5-8.5,5.2273085841519835,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053548431023955345, 0.0039351643063127995]",0,1,0
4,4,6,0,2,4,2,6,2.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,202588.2,0.0,0.0,50911.688,0.0,101823.375,0.0,0.008284782990813255,0.004788982914760709,0.00028083339566364884,0.00013373215915635228,0.0034155427129007876,0.00354927487205714,0.003268441476393491,-2.0,0.578707,0.7106465,0.2893535,"[0, 5]","[7, 2]",355323.25,144676.75,0.1695035994052887,0.05413296818733215,SSP5-8.5,-1.8432008174635173,"[0.006666666828095913, 0.0, 0.0, 0.0, 0.0, 0.011111111380159855, 0.0, 0.0, 0.06666667014360428, 0.014421328902244568, 0.004336667247116566, 0.0024944180622696877]",5,1,1
4,3,4,0,0,0,1,4,2.0,1.5,2.0,0.0,0.0,0.0,0.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,202588.2,0.0,0.0,0.0,0.0,0.0,0.006722660269588232,0.002667235559783876,0.0009176614403259009,-3.306078724563122e-06,0.003268441476393491,0.003265135397668928,0.002347473957343027,-2.0,0.527996875,0.7360015625,0.2639984375,"[1, 6]",[7],368000.78125,131999.21875,0.21245023608207703,0.04294663667678833,SSP5-8.5,2.07684072025232,"[0.006666666828095913, 0.008888889104127884, 0.0, 0.0, 0.004444444552063942, 0.011111111380159855, 0.004444444552063942, 0.0, 0.13333334028720856, 0.021187949925661087, 0.004142391495406628, 0.0023944913409650326]",10,1,2
0,3,0,6,0,0,6,5,0.0,1.5,0.0,3.0,0.0,0.0,3.0,2.5,0.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,143445.73,0.0,190266.81,0.0,0.0,0.0,0.0,0.0070827745366841555,0.0028987505356781185,2.8207607101649046e-05,0.00017611491784919053,0.002347473957343027,0.0025235888751922175,0.0024953812680905685,0.0,0.66514975,0.667425125,0.332574875,[],"[6, 7]",333712.5625,166287.4375,0.3587445914745331,0.14629435539245605,SSP5-8.5,-1.4046863037377073,"[0.015555555932223797, 0.008888889104127884, 0.008888889104127884, 0.0, 0.004444444552063942, 0.011111111380159855, 0.004444444552063942, 0.0, 0.20000000298023224, 0.02655627951025963, 0.003361330134794116, 0.0013336178380995989]",15,1,3
0,1,1,3,1,3,6,5,0.0,0.5,0.5,1.5,0.5,1.5,3.0,2.5,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,38383.28,0.0,22160.598,82818.43,0.0,0.0,0.007109880214557052,0.002916844270657748,2.4823821149766445e-06,1.3782235328108072e-05,0.0024953812680905685,0.0025091635034186766,0.0025066811213037,-2.0,1.42655075,0.286724625,0.713275375,"[1, 3]","[6, 7]",143362.3125,356637.6875,0.4124086797237396,0.05366408824920654,SSP5-8.5,-3.4830500160656572,"[0.015555555932223797, 0.015555555932223797, 0.008888889104127884, 0.013333333656191826, 0.004444444552063942, 0.011111111380159855, 0.004444444552063942, 0.0, 0.2666666805744171, 0.044843073934316635, 0.003541387151926756, 0.0014493752969428897]",20,1,4
3,3,0,0,6,0,3,4,1.5,1.5,0.0,0.0,3.0,0.0,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,117122.95,143445.73,0.0,0.0,0.0,0.0,165636.86,0.0,0.006355437682941556,0.001959389541298151,0.00037024469929747283,-5.772961594630033e-05,0.0025066811213037,0.0024489515053573996,0.0020787068060599267,-1.0,0.29517775,0.852411125,0.147588875,[4],[7],426205.5625,73794.4375,0.429869681596756,0.017461001873016357,SSP5-8.5,0.8446938262188657,"[0.015555555932223797, 0.015555555932223797, 0.011111111380159855, 0.013333333656191826, 0.006666666828095913, 0.017777778208255768, 0.004444444552063942, 0.0, 0.3333333432674408, 0.05155108496546745, 0.0035549402236938477, 0.0014584221644327044]",25,1,5
1,4,4,5,0,1,3,0,0.5,2.0,2.0,2.5,0.0,0.5,1.5,0.0,0.0,0.0,2.0,2.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,202588.2,152878.19,0.0,22160.598,0.0,0.0,0.00642633531242609,0.002059855688457901,0.0,4.284094416107109e-05,0.0020787068060599267,0.002121547750220998,0.002121547750220998,-3.0,0.489492125,0.7552539375,0.2447460625,"[0, 1, 6]",[],377626.96875,122373.03125,0.595754861831665,0.16588518023490906,SSP5-8.5,-3.7036968458053554,"[0.02222222276031971, 0.02222222276031971, 0.011111111380159855, 0.013333333656191826, 0.006666666828095913, 0.017777778208255768, 0.011111111380159855, 0.0, 0.4000000059604645, 0.0537337101995945, 0.003177718725055456, 0.0009796947706490755]",30,1,6
4,0,0,5,0,6,4,3,2.0,0.0,0.0,2.5,0.0,3.0,2.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,0.0,0.0,0.0,0.0,202862.9,0.006416188087314367,0.0018813087372109294,0.00010479820082309743,5.762465673342376e-05,0.002121547750220998,0.0021791724069544216,0.002074374206131324,-2.0,0.526898,0.736551,0.263449,"[3, 5]",[6],368275.5,131724.5,0.6716082096099854,0.07585334777832031,SSP5-8.5,-2.2910302795516317,"[0.02222222276031971, 0.02222222276031971, 0.019999999552965164, 0.024444444105029106, 0.006666666828095913, 0.019999999552965164, 0.011111111380159855, 0.0, 0.46666666865348816, 0.07446935772895813, 0.003213167656213045, 0.001029927865602076]",35,1,7
6,2,0,0,0,5,6,0,3.0,1.0,0.0,0.0,0.0,2.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,88181.63,0.0,0.0,0.0,152878.19,0.0,0.0,0.0062246855814009905,0.0019413450499996543,0.0,-3.286654828116298e-05,0.002074374206131324,0.002041507657850161,0.002041507657850161,-1.0,1.03576075,0.482119625,0.517880375,[0],[6],241059.8125,258940.1875,0.7495810985565186,0.0779728889465332,SSP5-8.5,-1.871428008594185,"[0.031111111864447594, 0.02222222276031971, 0.019999999552965164, 0.024444444105029106, 0.006666666828095913, 0.019999999552965164, 0.011111111380159855, 0.006666666828095913, 0.5333333611488342, 0.08395102620124817, 0.0032080940436571836, 0.0009406543686054647]",40,1,8
4,5,0,2,3,2,3,5,2.0,2.5,0.0,1.0,1.5,1.0,1.5,2.5,2.0,0.0,0.0,1.0,1.5,0.0,1.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,0.0,50911.688,82818.43,0.0,165636.86,0.0,0.006349037634208798,0.0019514744635671377,3.045715857297182e-06,3.666608245112002e-05,0.002041507657850161,0.002078173740301281,0.002075128024443984,-2.0,0.14088175,0.929559125,0.070440875,"[1, 5]",[7],464779.5625,35220.4375,0.9749191999435425,0.22533810138702393,SSP5-8.5,-2.3089835829691143,"[0.031111111864447594, 0.02666666731238365, 0.019999999552965164, 0.024444444105029106, 0.006666666828095913, 0.031111111864447594, 0.011111111380159855, 0.006666666828095913, 0.6000000238418579, 0.09369763731956482, 0.0031123426742851734, 0.0009706725249998271]",45,1,9
4,4,5,6,3,0,1,0,2.0,2.0,2.5,3.0,1.5,0.0,0.5,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,202588.2,264792.78,0.0,0.0,0.0,0.0,0.0,0.0064904228784143925,0.0019913509022444487,0.0,4.531542072072625e-05,0.002075128024443984,0.0021204434451647103,0.0021204434451647103,-4.0,0.130476,0.934762,0.065238,"[0, 3, 4, 6]",[],467381.0,32619.0,1.1134178638458252,0.13849866390228271,SSP5-8.5,-4.357053103603631,"[0.03999999910593033, 0.02666666731238365, 0.019999999552965164, 0.028888888657093048, 0.013333333656191826, 0.031111111864447594, 0.017777778208255768, 0.006666666828095913, 0.6666666865348816, 0.12186489999294281, 0.0031745187006890774, 0.0009757372317835689]",50,1,10
5,5,3,4,1,5,2,5,2.5,2.5,1.5,2.0,0.5,2.5,1.0,2.5,0.0,0.0,0.0,2.0,0.5,2.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,116964.35,22160.598,152878.19,101823.375,0.0,0.006417354103177786,0.002009524032473564,1.281208824366331e-06,-1.2442702427506447e-05,0.0021204434451647103,0.002108000742737204,0.0021067195339128375,-2.0,0.424694,0.787653,0.212347,"[1, 2]","[7, 0]",393826.5,106173.5,1.139299988746643,0.02588212490081787,SSP5-8.5,-2.3560744437406362,"[0.03999999910593033, 0.035555556416511536, 0.031111111864447594, 0.028888888657093048, 0.013333333656191826, 0.031111111864447594, 0.017777778208255768, 0.006666666828095913, 0.7333333492279053, 0.13917723298072815, 0.0032452114392071962, 0.0009956754511222243]",55,1,11
4,1,4,6,3,0,6,0,2.0,0.5,2.0,3.0,1.5,0.0,3.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,38383.28,202588.2,0.0,0.0,0.0,0.0,0.0,0.006494977744296193,0.001980530098080635,0.0,1.2157426681369543e-05,0.0021067195339128375,0.002118876960594207,0.002118876960594207,-3.0,0.37446375,0.812768125,0.187231875,"[3, 4, 6]",[],406384.0625,93615.9375,1.1497464179992676,0.010446429252624512,SSP5-8.5,-3.4352508834068476,"[0.03999999910593033, 0.035555556416511536, 0.031111111864447594, 0.03777777776122093, 0.015555555932223797, 0.042222220450639725, 0.02222222276031971, 0.006666666828095913, 0.800000011920929, 0.14241249859333038, 0.003208677051588893, 0.001004762016236782]",60,1,12
0,5,6,5,1,3,0,0,0.0,2.5,3.0,2.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,0.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,152878.19,22160.598,82818.43,0.0,0.0,0.0064030298963189125,0.002004298148676753,0.0,-1.704494934529066e-05,0.002118876960594207,0.0021018320112489164,0.0021018320112489164,-2.0,0.968571125,0.5157144375,0.4842855625,"[1, 2]",[],257857.21875,242142.78125,1.1693980693817139,0.01965165138244629,SSP5-8.5,-2.8833463782735467,"[0.04888888821005821, 0.03777777776122093, 0.03999999910593033, 0.03777777776122093, 0.015555555932223797, 0.042222220450639725, 0.02222222276031971, 0.006666666828095913, 0.8666666746139526, 0.14371830224990845, 0.0032474887557327747, 0.0009902650490403175]",65,1,13
4,0,4,4,6,0,6,0,2.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,165412.58,0.0,202588.2,0.0,0.0,0.0,0.0,0.0,0.006608370691537857,0.0020757897291332483,0.0,6.920809391885996e-05,0.0021018320112489164,0.0021710401051677763,0.0021710401051677763,-2.0,0.527996875,0.7360015625,0.2639984375,"[3, 4]",[6],368000.78125,131999.21875,1.7492047548294067,0.5798066854476929,SSP5-8.5,-2.8740373445942997,"[0.04888888821005821, 0.03777777776122093, 0.03999999910593033, 0.04888888821005821, 0.017777778208255768, 0.04888888821005821, 0.02222222276031971, 0.006666666828095913, 0.9333333373069763, 0.14617475867271423, 0.0032015149481594563, 0.0010021490743383765]",70,1,14
1,6,6,5,0,0,2,5,0.5,3.0,3.0,2.5,0.0,0.0,1.0,2.5,0.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,31339.818,0.0,0.0,152878.19,0.0,0.0,101823.375,0.0,0.009755359496921301,0.006713266018778086,0.0005290338885970414,0.00015285034896805882,0.004493339918553829,0.004646190267521888,0.004117156378924847,0.0,0.8558345,0.57208275,0.42791725,[],"[7, 2, 1]",286041.375,213958.625,0.035066381096839905,0.035066381096839905,SSP5-8.5,1.0250831981449127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005171334370970726, 0.003815345698967576]",0,2,0
0,5,6,3,0,0,6,3,0.0,2.5,3.0,1.5,0.0,0.0,3.0,1.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,264792.78,0.0,0.0,0.0,0.0,0.0,202862.9,0.009404630865901709,0.006379632046446204,0.0002184988115914166,4.7408160753548145e-05,0.004117156378924847,0.004164564539678395,0.003946065728086978,-2.0,0.12937725,0.935311375,0.064688625,"[3, 6]",[2],467655.6875,32344.3125,0.0717843770980835,0.03671799600124359,SSP5-8.5,-1.2739239958106578,"[0.002222222276031971, 0.0, 0.0, 0.011111111380159855, 0.0, 0.0, 0.004444444552063942, 0.0, 0.06666667014360428, 0.004383297637104988, 0.004877679981291294, 0.003356633009389043]",5,2,1
1,2,0,3,0,4,1,4,0.5,1.0,0.0,1.5,0.0,2.0,0.5,2.0,0.5,0.0,0.0,1.5,0.0,2.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,31339.818,0.0,0.0,82818.43,0.0,116964.35,44321.195,0.0,0.008496294962242246,0.005430021323263645,0.0005844055558554828,0.00011991889914497733,0.003946065728086978,0.0040659846272319555,0.0034815790713764727,-2.0,0.89822475,0.550887625,0.449112375,"[1, 7]",[],275443.8125,224556.1875,0.16768082976341248,0.09589645266532898,SSP5-8.5,-0.5757914664474726,"[0.002222222276031971, 0.011111111380159855, 0.0, 0.011111111380159855, 0.0, 0.0, 0.004444444552063942, 0.006666666828095913, 0.13333334028720856, 0.008973047137260437, 0.004702315665781498, 0.003189816139638424]",10,2,2
